StockCode,Description,Product Health,Month index,Adjusted Product Index,Date of Last Purchase,Last Purchase Quantity, Price 
23014,GLASS APOTHECARY BOTTLE ELIXIR,5.666,24144,5.666,December 2011,31, $5.44 
10125,MINI FUNKY DESIGN TAPES,5.666,24144,5.666,December 2011,26, $0.85 
21845,DAIRY MAID STRIPE MUG,6.293,24143,5.664,November 2011,36, $0.79 
23037,CANDLE HOLDER SILVER MADELINE,5.657,24144,5.657,December 2011,25, $1.72 
22360,GLASS JAR ENGLISH CONFECTIONERY,5.657,24144,5.657,December 2011,19, $4.89 
22312,OFFICE MUG WARMER POLKADOT,5.639,24144,5.639,December 2011,49, $2.13 
22175,PINK OWL SOFT TOY,5.630,24144,5.630,December 2011,64, $2.78 
23114,VINTAGE LEAF CHOPPING BOARD,5.630,24144,5.630,December 2011,11, $4.95 
20963,APPLE BATH SPONGE,5.621,24144,5.621,December 2011,63, $1.48 
23476,WOODLAND LARGE RED FELT HEART,6.245,24143,5.620,November 2011,40, $1.34 
21165,BEWARE OF THE CAT METAL SIGN,5.612,24144,5.612,December 2011,130, $1.81 
21194,PINK  HONEYCOMB PAPER FAN,5.612,24144,5.612,December 2011,35, $0.65 
22083,PAPER CHAIN KIT RETROSPOT,5.604,24144,5.604,December 2011,181, $3.26 
21899,"KEY FOB , GARAGE DESIGN",5.604,24144,5.604,December 2011,74, $0.80 
90209A,PURPLE ENAMEL+GLASS HAIR COMB,6.223,24143,5.601,November 2011,40, $2.10 
21990,MODERN FLORAL STATIONERY SET,5.595,24144,5.595,December 2011,95, $2.14 
21391,FRENCH LAVENDER SCENT HEART,6.907,24142,5.594,October 2011,3, $0.75 
20674,GREEN POLKADOT BOWL,5.586,24144,5.586,December 2011,38, $1.41 
22466,FAIRY TALE COTTAGE NIGHTLIGHT,5.586,24144,5.586,December 2011,93, $2.30 
22176,BLUE OWL SOFT TOY,6.877,24142,5.571,October 2011,51, $2.63 
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,5.568,24144,5.568,December 2011,32, $1.95 
90093,CLEAR CRYSTAL STAR PHONE CHARM,5.568,24144,5.568,December 2011,32, $0.19 
21843,RED RETROSPOT CAKE STAND,5.559,24144,5.559,December 2011,88, $12.91 
20846,ZINC HEART LATTICE T-LIGHT HOLDER,5.559,24144,5.559,December 2011,44, $1.36 
90214C,"LETTER ""C"" BLING KEY RING",5.555,24144,5.555,December 2011,27, $0.31 
23111,PARISIENNE SEWING BOX,5.550,24144,5.550,December 2011,45, $12.21 
20840,FRENCH FLORAL CUSHION COVER,5.550,24144,5.550,December 2011,41, $1.03 
23113,PANTRY CHOPPING BOARD,5.532,24144,5.532,December 2011,9, $6.90 
22200,FRYING PAN PINK POLKADOT,5.523,24144,5.523,December 2011,44, $1.41 
22747,POPPY'S PLAYHOUSE BATHROOM,5.514,24144,5.514,December 2011,21, $2.56 
21191,LARGE WHITE HONEYCOMB PAPER BELL,5.514,24144,5.514,December 2011,44, $2.56 
21217,RED RETROSPOT ROUND CAKE TINS,5.514,24144,5.514,December 2011,42, $12.22 
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6.124,24143,5.511,November 2011,39, $1.25 
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6.124,24143,5.511,November 2011,39, $1.25 
21190,PINK HEARTS PAPER GARLAND,6.112,24143,5.501,November 2011,1, $1.65 
23198,PANTRY MAGNETIC  SHOPPING LIST,5.477,24144,5.477,December 2011,205, $1.69 
23139,SINGLE WIRE HOOK PINK HEART,5.468,24144,5.468,December 2011,32, $0.39 
23036,T-LIGHT HOLDER SILVER PETIT FOUR,5.459,24144,5.459,December 2011,12, $1.25 
20982,12 PENCILS TALL TUBE SKULLS,5.450,24144,5.450,December 2011,103, $0.92 
21131,GOLD STANDING GNOME,5.446,24144,5.446,December 2011,30, $1.25 
23112,PARISIENNE CURIO CABINET,5.441,24144,5.441,December 2011,35, $9.55 
21400,RED PUDDING SPOON,5.441,24144,5.441,December 2011,8, $0.23 
23409,PHOTO FRAME LINEN AND LACE LARGE,5.431,24144,5.431,December 2011,12, $3.75 
21424,WOODLAND STORAGE BOX LARGE,6.693,24142,5.422,October 2011,40, $3.08 
23211,RED ROCKING HORSE HAND PAINTED,5.404,24144,5.404,December 2011,132, $1.48 
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,6.660,24142,5.395,October 2011,49, $2.56 
21830,ASSORTED CREEPY CRAWLIES,6.648,24142,5.385,October 2011,97, $0.42 
22799,SWEETHEART WIRE FRUIT BOWL,5.376,24144,5.376,December 2011,30, $2.95 
21458,2 PICTURE BOOK EGGS EASTER BUNNY,5.971,24143,5.374,November 2011,12, $1.25 
22955,36 FOIL STAR CAKE CASES,5.367,24144,5.367,December 2011,60, $1.01 
22535,MAGIC DRAWING SLATE BUNNIES,5.367,24144,5.367,December 2011,36, $0.42 
21802,CHRISTMAS TREE HEART DECORATION,5.950,24143,5.355,November 2011,70, $0.45 
84510A,SET OF 4 ENGLISH ROSE COASTERS,5.348,24144,5.348,December 2011,61, $1.31 
84510a,SET OF 4 ENGLISH ROSE COASTERS,5.348,24144,5.348,December 2011,61, $1.31 
22434,BALLOON PUMP WITH 10 BALLOONS,5.348,24144,5.348,December 2011,24, $2.04 
35004G,SET OF 3 GOLD FLYING DUCKS,5.339,24144,5.339,December 2011,25, $1.95 
22204,MILK PAN BLUE POLKADOT,5.310,24144,5.310,December 2011,23, $1.25 
22100,SKULLS SQUARE TISSUE BOX,5.301,24144,5.301,December 2011,110, $0.41 
21259,VICTORIAN SEWING BOX SMALL,5.301,24144,5.301,December 2011,47, $6.78 
23414,ZINC BOX SIGN HOME,5.882,24143,5.294,November 2011,31, $9.38 
23106,ZINC HEARTS PLANT POT HOLDER,5.292,24144,5.292,December 2011,23, $0.79 
90200E,GREEN SWEETHEART BRACELET,5.282,24144,5.282,December 2011,13, $4.22 
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5.273,24144,5.273,December 2011,59, $2.24 
22784,LANTERN CREAM GAZEBO,5.273,24144,5.273,December 2011,33, $5.48 
21041,RED RETROSPOT OVEN GLOVE DOUBLE,5.857,24143,5.271,November 2011,13, $2.95 
84406B,CREAM CUPID HEARTS COAT HANGER,5.263,24144,5.263,December 2011,33, $4.15 
22511,RETROSPOT BABUSHKA DOORSTOP,5.263,24144,5.263,December 2011,30, $1.23 
22808,SET OF 6 T-LIGHTS EASTER CHICKS,5.254,24144,5.254,December 2011,26, $1.25 
20658,RED RETROSPOT LUGGAGE TAG,8.006,24140,5.253,August 2011,26, $2.18 
23453,OVAL  MINI PORTRAIT FRAME,5.244,24144,5.244,December 2011,37, $1.95 
16043,POP ART PUSH DOWN RUBBER,9.849,24138,5.234,June 2011,98, $0.12 
79190A,RETRO PLASTIC 70'S TRAY,5.225,24144,5.225,December 2011,39, $0.51 
22254,FELT TOADSTOOL LARGE,5.225,24144,5.225,December 2011,24, $1.25 
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,6.442,24142,5.218,October 2011,38, $0.83 
35967,FOLK ART METAL STAR T-LIGHT HOLDER,5.215,24144,5.215,December 2011,46, $0.72 
22377,BOTTLE BAG RETROSPOT,5.212,24144,5.212,December 2011,6, $3.45 
22488,NATURAL SLATE RECTANGLE CHALKBOARD,5.206,24144,5.206,December 2011,37, $1.96 
21420,OYSTER TRINKET BOX,5.196,24144,5.196,December 2011,28, $0.79 
21080,SET/20 RED RETROSPOT PAPER NAPKINS,5.187,24144,5.187,December 2011,234, $0.82 
22996,TRAVEL CARD WALLET VINTAGE TICKET,5.177,24144,5.177,December 2011,156, $0.51 
22201,FRYING PAN BLUE POLKADOT,5.177,24144,5.177,December 2011,28, $1.50 
22214,CANDLE PLATE LACE WHITE,5.177,24144,5.177,December 2011,26, $0.95 
35095A,BLUE VICTORIAN FABRIC OVAL BOX,5.167,24144,5.167,December 2011,49, $0.59 
90214A,"LETTER ""A"" BLING KEY RING",5.167,24144,5.167,December 2011,25, $0.31 
22541,MINI JIGSAW LEAP FROG,5.167,24144,5.167,December 2011,7, $0.56 
21258,VICTORIAN SEWING BOX LARGE,5.158,24144,5.158,December 2011,44, $15.38 
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,5.726,24143,5.154,November 2011,12, $0.85 
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5.148,24144,5.148,December 2011,223, $1.53 
21356,TOAST ITS - FAIRY FLOWER,5.148,24144,5.148,December 2011,67, $0.83 
22191,IVORY DINER WALL CLOCK,5.148,24144,5.148,December 2011,28, $9.08 
90214S,"LETTER ""S"" BLING KEY RING",5.141,24144,5.141,December 2011,25, $0.29 
23331,DECORATIVE WICKER HEART SMALL,5.138,24144,5.138,December 2011,108, $0.73 
23175,REGENCY MILK JUG PINK,5.138,24144,5.138,December 2011,35, $4.57 
22735,RIBBON REEL SOCKS AND MITTENS,5.138,24144,5.138,December 2011,18, $4.41 
85049C,ROMANTIC PINKS RIBBONS,5.128,24144,5.128,December 2011,19, $1.38 
22854,CREAM SWEETHEART EGG HOLDER,7.804,24140,5.120,August 2011,39, $4.30 
79302M,"ART LIGHTS,FUNK MONKEY",5.119,24144,5.119,December 2011,30, $2.68 
21991,BOHEMIAN COLLAGE STATIONERY SET,5.099,24144,5.099,December 2011,36, $1.75 
23475,WOODLAND SMALL PINK FELT HEART,5.089,24144,5.089,December 2011,38, $0.83 
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,5.089,24144,5.089,December 2011,28, $1.63 
22394,PAPERWEIGHT KINGS CHOICE,5.079,24144,5.079,December 2011,25, $0.39 
85187,S/12 MINI RABBIT EASTER,5.642,24143,5.078,November 2011,2, $1.65 
22852,DOG BOWL VINTAGE CREAM,5.070,24144,5.070,December 2011,20, $4.65 
21708,FOLDING UMBRELLA CREAM POLKADOT,5.070,24144,5.070,December 2011,1, $9.96 
35809A,ENAMEL PINK TEA CONTAINER,9.534,24138,5.067,June 2011,28, $0.89 
35809a,ENAMEL PINK TEA CONTAINER,9.534,24138,5.067,June 2011,28, $0.89 
90214E,"LETTER ""E"" BLING KEY RING",5.062,24144,5.062,December 2011,25, $0.29 
79030D,"TUMBLER, BAROQUE",5.623,24143,5.061,November 2011,12, $0.39 
46776F,WOVEN ROSE GARDEN CUSHION COVER,5.060,24144,5.060,December 2011,22, $4.28 
23151,ZINC SWEETHEART SOAP DISH,5.046,24144,5.046,December 2011,26, $0.95 
85054,FRENCH ENAMEL POT W LID,5.604,24143,5.043,November 2011,43, $2.95 
23491,VINTAGE JINGLE BELLS HEART,5.040,24144,5.040,December 2011,29, $8.25 
23234,BISCUIT TIN VINTAGE CHRISTMAS,5.030,24144,5.030,December 2011,107, $3.46 
21260,FIRST AID TIN,5.030,24144,5.030,December 2011,13, $3.51 
22760,"TRAY, BREAKFAST IN BED",6.899,24141,5.030,September 2011,54, $10.95 
21192,WHITE BELL HONEYCOMB PAPER,5.586,24143,5.027,November 2011,49, $1.49 
23141,TRIPLE WIRE HOOK PINK HEART,5.025,24144,5.025,December 2011,21, $1.15 
85202,HANGING WOOD AND FELT HEART,5.577,24143,5.019,November 2011,25, $0.43 
23496,PANTRY KITCHEN THERMOMETER,5.010,24144,5.010,December 2011,30, $1.61 
22616,PACK OF 12 LONDON TISSUES,5.000,24144,5.000,December 2011,623, $0.35 
21497,FANCY FONTS BIRTHDAY WRAP,5.000,24144,5.000,December 2011,425, $0.39 
21524,DOORMAT SPOTTY HOME SWEET HOME,5.000,24144,5.000,December 2011,39, $8.49 
90214K,"LETTER ""K"" BLING KEY RING",5.000,24144,5.000,December 2011,26, $0.31 
22587,FELTCRAFT HAIRBAND RED AND BLUE,4.990,24144,4.990,December 2011,68, $0.96 
90214G,"LETTER ""G"" BLING KEY RING",4.981,24144,4.981,December 2011,25, $0.29 
16235,RECYCLED PENCIL WITH RABBIT ERASER,4.970,24144,4.970,December 2011,56, $0.30 
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4.970,24144,4.970,December 2011,20, $2.10 
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4.970,24144,4.970,December 2011,20, $2.10 
22035,VINTAGE CARAVAN GREETING CARD,6.812,24141,4.966,September 2011,97, $0.42 
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,4.962,24144,4.962,December 2011,24, $1.25 
23162,REGENCY TEA STRAINER,4.960,24144,4.960,December 2011,56, $3.82 
22819,"BIRTHDAY CARD, RETRO SPOT",4.950,24144,4.950,December 2011,75, $0.42 
22229,BUNNY WOODEN PAINTED WITH FLOWER,4.950,24144,4.950,December 2011,3, $0.39 
21426,WOODLAND STORAGE BOX SMALL,4.940,24144,4.940,December 2011,1, $4.96 
21204,DAISIES  HONEYCOMB GARLAND,4.939,24144,4.939,December 2011,15, $1.76 
21209,MULTICOLOUR HONEYCOMB FAN,4.919,24144,4.919,December 2011,41, $0.39 
22135,LADLE LOVE HEART PINK,4.919,24144,4.919,December 2011,34, $0.66 
85175,CACTI T-LIGHT CANDLES,5.459,24143,4.913,November 2011,112, $0.42 
22286,"DECORATION , WOBBLY RABBIT , METAL ",4.909,24144,4.909,December 2011,1, $0.39 
20826,SILVER APERITIF GLASS,10.261,24137,4.908,May 2011,108, $0.39 
21518,BANK ACCOUNT  GREETING  CARD,8.309,24139,4.906,July 2011,2, $0.83 
21316,SMALL CHUNKY GLASS ROMAN  BOWL,11.385,24136,4.901,April 2011,131, $0.79 
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4.899,24144,4.899,December 2011,54, $0.37 
90214P,"LETTER ""P"" BLING KEY RING",4.899,24144,4.899,December 2011,25, $0.29 
90089,PINK CRYSTAL SKULL PHONE CHARM,4.899,24144,4.899,December 2011,25, $0.19 
22611,VINTAGE UNION JACK SHOPPING BAG,5.431,24143,4.888,November 2011,3, $4.95 
22628,PICNIC BOXES SET OF 3 RETROSPOT,4.868,24144,4.868,December 2011,24, $4.95 
37467,PIG MUG IN TWO COLOUR DESIGNS,6.008,24142,4.867,October 2011,40, $0.39 
22408,MONEY BOX CONFECTIONERY DESIGN,4.860,24144,4.860,December 2011,36, $0.39 
21900,"KEY FOB , SHED",4.858,24144,4.858,December 2011,83, $0.89 
22537,MAGIC DRAWING SLATE DINOSAUR,4.858,24144,4.858,December 2011,40, $0.42 
23249,VINTAGE RED ENAMEL TRIM PLATE,4.858,24144,4.858,December 2011,11, $1.65 
23299,FOOD COVER WITH BEADS SET 2,4.858,24144,4.858,December 2011,4, $7.46 
23231,WRAP DOILEY DESIGN,4.848,24144,4.848,December 2011,200, $0.42 
23565,EGG CUP MILKMAID HELGA,4.848,24144,4.848,December 2011,35, $1.63 
79164,BLACK WINE GLASS,5.384,24143,4.846,November 2011,18, $0.39 
35001G,HAND OPEN SHAPE GOLD,4.837,24144,4.837,December 2011,27, $1.25 
40001,WHITE BAMBOO RIBS LAMPSHADE,5.367,24143,4.830,November 2011,12, $0.85 
17084P,DRAGONS BLOOD INCENSE,4.827,24144,4.827,December 2011,27, $0.42 
21383,PACK OF 12 STICKY BUNNIES,4.827,24144,4.827,December 2011,18, $0.82 
85176,SEWING SUSAN 21 NEEDLE SET,4.817,24144,4.817,December 2011,45, $1.23 
21307,SET/4 BUTTERFLY MIRROR MAGNETS,8.143,24139,4.808,July 2011,66, $0.29 
21162,TOXIC AREA  DOOR HANGER,4.806,24144,4.806,December 2011,64, $0.57 
10002,INFLATABLE POLITICAL GLOBE,11.158,24136,4.803,April 2011,126, $0.85 
85227,SET OF 6 3D KIT CARDS FOR KIDS,4.796,24144,4.796,December 2011,67, $1.00 
22331,WOODLAND PARTY BAG + STICKER SET,4.796,24144,4.796,December 2011,19, $2.00 
22512,DOORSTOP RACING CAR DESIGN,4.785,24144,4.785,December 2011,26, $1.02 
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4.785,24144,4.785,December 2011,6, $4.37 
85032B,BLOSSOM IMAGES GIFT WRAP SET,4.775,24144,4.775,December 2011,57, $0.77 
15039,SANDALWOOD FAN,4.754,24144,4.754,December 2011,47, $1.60 
22407,MONEY BOX FIRST ADE DESIGN,4.743,24144,4.743,December 2011,24, $0.39 
20679,EDWARDIAN PARASOL RED,4.733,24144,4.733,December 2011,47, $7.06 
23093,SMALL PARISIENNE HEART PHOTO FRAME,4.733,24144,4.733,December 2011,25, $3.38 
20685,DOORMAT RED RETROSPOT,4.722,24144,4.722,December 2011,86, $7.63 
47310M,"SMALL POP BOX,FUNKY MONKEY",4.722,24144,4.722,December 2011,35, $1.34 
46776D,WOVEN SUNSET CUSHION COVER,4.722,24144,4.722,December 2011,17, $4.13 
84661B,BLACK SQUARE TABLE CLOCK,4.722,24144,4.722,December 2011,17, $1.28 
84050,PINK HEART SHAPE EGG FRYING PAN,5.235,24143,4.711,November 2011,46, $1.25 
90214D,"LETTER ""D"" BLING KEY RING",4.710,24144,4.710,December 2011,24, $0.29 
22480,RED TEA TOWEL CLASSIC DESIGN,7.155,24140,4.695,August 2011,42, $1.25 
21159,MOODY BOY  DOOR HANGER,4.690,24144,4.690,December 2011,32, $0.48 
22853,CAT BOWL VINTAGE CREAM,4.690,24144,4.690,December 2011,19, $3.78 
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,4.669,24144,4.669,December 2011,28, $0.85 
22625,RED KITCHEN SCALES,4.658,24144,4.658,December 2011,53, $9.23 
21123,SET/10 IVORY POLKADOT PARTY CANDLES,4.658,24144,4.658,December 2011,47, $1.09 
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,4.658,24144,4.658,December 2011,25, $0.51 
21794,CLASSIC FRENCH STYLE BASKET NATURAL,5.745,24142,4.653,October 2011,27, $4.21 
20897,VINTAGE NOTEBOOK PARIS DAYS,7.050,24140,4.625,August 2011,51, $2.55 
21026,SPACE OWL,4.615,24144,4.615,December 2011,7, $2.46 
21792,CLASSIC FRENCH STYLE BASKET GREEN,7.029,24140,4.611,August 2011,1, $3.95 
84876B,GREEN HEART COMPACT MIRROR,5.122,24143,4.610,November 2011,27, $1.25 
84813,SET OF 4 DIAMOND NAPKIN RINGS,4.593,24144,4.593,December 2011,29, $2.95 
90210C,RED   ACRYLIC FACETED BANGLE,4.583,24144,4.583,December 2011,22, $1.17 
79191B,RETRO PLASTIC POLKA TRAY,4.583,24144,4.583,December 2011,14, $0.85 
20828,GLITTER BUTTERFLY CLIPS,4.572,24144,4.572,December 2011,35, $3.10 
84508A,CAMOUFLAGE DESIGN TEDDY,6.269,24141,4.570,September 2011,193, $2.10 
22296,HEART IVORY TRELLIS LARGE,4.561,24144,4.561,December 2011,50, $1.78 
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4.561,24144,4.561,December 2011,44, $6.61 
21936,RED RETROSPOT PICNIC BAG,4.561,24144,4.561,December 2011,38, $3.55 
90200A,PURPLE SWEETHEART BRACELET,4.561,24144,4.561,December 2011,22, $4.22 
21369,MIRRORED WALL ART SPLODGES,4.561,24144,4.561,December 2011,12, $1.25 
22195,LARGE HEART MEASURING SPOONS,4.550,24144,4.550,December 2011,92, $2.18 
37413,ICON MUG REVOLUTIONARY,4.550,24144,4.550,December 2011,28, $0.39 
22279,POCKET BAG BLUE PAISLEY RED SPOT,4.550,24144,4.550,December 2011,27, $1.83 
21789,KIDS RAIN MAC PINK,4.550,24144,4.550,December 2011,25, $0.88 
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,4.546,24144,4.546,December 2011,18, $3.81 
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,4.546,24144,4.546,December 2011,18, $3.81 
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,14.433,24133,4.529,January 2011,232, $0.44 
23305,SET 4 PICNIC CUTLERY BLUEBERRY,4.528,24144,4.528,December 2011,24, $1.95 
22783,SET 3 WICKER OVAL BASKETS W LIDS,8.512,24138,4.524,June 2011,75, $12.58 
21418,STARFISH SOAP DISH,4.523,24144,4.523,December 2011,20, $0.79 
22040,BOTANICAL ROSE GIFT WRAP,6.892,24140,4.522,August 2011,50, $0.42 
23229,VINTAGE DONKEY TAIL GAME,4.517,24144,4.517,December 2011,160, $3.77 
21984,PACK OF 12 PINK PAISLEY TISSUES,4.517,24144,4.517,December 2011,41, $0.48 
22789,T-LIGHT HOLDER SWEETHEART HANGING,4.517,24144,4.517,December 2011,17, $2.08 
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,5.010,24143,4.509,November 2011,175, $0.42 
16161G,WRAP BAD HAIR DAY,5.000,24143,4.500,November 2011,75, $0.10 
22051,BLUE SCANDINAVIAN PAISLEY WRAP,5.000,24143,4.500,November 2011,50, $0.42 
35816P,"ACRYLIC JEWEL ANGEL,PINK",6.856,24140,4.498,August 2011,48, $0.38 
21934,SKULL SHOULDER BAG,4.494,24144,4.494,December 2011,103, $1.84 
35923,CANDY HEART HANGING DECORATION,4.483,24144,4.483,December 2011,24, $0.39 
21456,2 PICTURE BOOK EGGS EASTER CHICKS,4.480,24144,4.480,December 2011,12, $1.25 
21643,ASSORTED TUTTI FRUTTI MIRROR,4.970,24143,4.473,November 2011,6, $1.25 
22985,"WRAP, BILLBOARD FONTS DESIGN",4.472,24144,4.472,December 2011,50, $0.42 
22050,PINK PAISLEY ROSE GIFT WRAP,4.472,24144,4.472,December 2011,25, $0.42 
84558A,3D DOG PICTURE PLAYING CARDS,4.472,24144,4.472,December 2011,1, $5.79 
84558a,3D DOG PICTURE PLAYING CARDS,4.472,24144,4.472,December 2011,1, $5.79 
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,4.963,24143,4.467,November 2011,7, $3.75 
82552,WASHROOM METAL SIGN,4.461,24144,4.461,December 2011,61, $1.60 
22426,ENAMEL WASH BOWL CREAM,4.461,24144,4.461,December 2011,9, $5.77 
21879,HEARTS GIFT TAPE,4.450,24144,4.450,December 2011,15, $0.72 
85061W,WHITE JEWELLED HEART DECORATION,4.438,24144,4.438,December 2011,77, $0.86 
23304,SET 4 PICNIC CUTLERY CHERRY,4.438,24144,4.438,December 2011,24, $1.95 
23405,HOME SWEET HOME 2 DRAWER CABINET,4.438,24144,4.438,December 2011,21, $6.34 
21873,IF YOU CAN'T STAND THE HEAT MUG,4.438,24144,4.438,December 2011,12, $1.93 
22357,KINGS CHOICE BISCUIT TIN,4.427,24144,4.427,December 2011,31, $4.43 
22491,PACK OF 12 COLOURED PENCILS,4.427,24144,4.427,December 2011,31, $0.88 
21065,BOOM BOX SPEAKER GIRLS,4.427,24144,4.427,December 2011,23, $3.38 
23368,SET 12 COLOUR PENCILS DOLLY GIRL,4.427,24144,4.427,December 2011,138, $0.72 
22948,METAL DECORATION NAUGHTY CHILDREN,4.416,24144,4.416,December 2011,83, $1.12 
22224,WHITE LOVEBIRD LANTERN,4.416,24144,4.416,December 2011,31, $3.41 
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,4.416,24144,4.416,December 2011,30, $2.08 
22821,GIFT BAG PSYCHEDELIC APPLES,4.416,24144,4.416,December 2011,29, $0.74 
23411,TRELLIS COAT RACK,4.416,24144,4.416,December 2011,6, $4.95 
23692,WRAP A PRETTY THANK YOU,4.899,24143,4.409,November 2011,25, $0.42 
22485,SET OF 2 WOODEN MARKET CRATES,4.405,24144,4.405,December 2011,26, $11.09 
22533,MAGIC DRAWING SLATE BAKE A CAKE,4.405,24144,4.405,December 2011,11, $0.42 
23180,MUM'S KITCHEN CLOCK,4.393,24144,4.393,December 2011,14, $2.30 
22291,HANGING CHICK CREAM DECORATION,6.008,24141,4.380,September 2011,24, $1.45 
47563A,RETRO LONGBOARD IRONING BOARD COVER,4.370,24144,4.370,December 2011,24, $2.70 
85150,LADIES & GENTLEMEN METAL SIGN,4.359,24144,4.359,December 2011,112, $2.81 
22486,PLASMATRONIC LAMP,4.359,24144,4.359,December 2011,21, $4.57 
85020,ROUND PINK HEART MIRROR,4.359,24144,4.359,December 2011,12, $2.10 
21197,MULTICOLOUR  CONFETTI IN TUBE,4.359,24144,4.359,December 2011,12, $1.65 
22246,MAGIC GARDEN FELT GARLAND,4.837,24143,4.354,November 2011,25, $2.04 
22262,FELT EGG COSY CHICKEN,4.347,24144,4.347,December 2011,8, $1.24 
22672,FRENCH BATHROOM SIGN BLUE METAL,4.336,24144,4.336,December 2011,47, $1.79 
22802,FAUX FUR CHOCOLATE THROW,4.324,24144,4.324,December 2011,20, $8.55 
84509G,SET OF 4 FAIRY CAKE PLACEMATS,4.315,24144,4.315,December 2011,22, $1.25 
84509g,SET OF 4 FAIRY CAKE PLACEMATS,4.315,24144,4.315,December 2011,22, $1.25 
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4.313,24144,4.313,December 2011,43, $5.78 
85129D,BEADED CRYSTAL HEART PINK SMALL,4.313,24144,4.313,December 2011,21, $2.46 
21579,LOLITA  DESIGN  COTTON TOTE BAG,4.313,24144,4.313,December 2011,18, $2.25 
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6.573,24140,4.312,August 2011,52, $2.58 
23171,REGENCY TEA PLATE GREEN,4.301,24144,4.301,December 2011,154, $1.95 
23564,EGG CUP MILKMAID INGRID,4.301,24144,4.301,December 2011,30, $1.73 
22499,WOODEN UNION JACK BUNTING,4.301,24144,4.301,December 2011,23, $6.66 
23159,SET OF 5 PANCAKE DAY MAGNETS,4.764,24143,4.288,November 2011,101, $2.12 
23256,CHILDRENS CUTLERY SPACEBOY,4.278,24144,4.278,December 2011,120, $4.19 
20801,LARGE PINK GLASS SUNDAE DISH,8.927,24137,4.270,May 2011,102, $0.79 
23455,SMALL PARLOUR PICTURE FRAME,4.254,24144,4.254,December 2011,21, $2.89 
22445,PENCIL CASE LIFE IS BEAUTIFUL,4.254,24144,4.254,December 2011,10, $4.37 
84707B,PINK JEWELLED MIRROR TRINKET TRAY,4.249,24144,4.249,December 2011,15, $1.95 
21745,GAOLERS KEYS DECORATIVE GARDEN,4.243,24144,4.243,December 2011,56, $3.63 
23341,PINK DINER WALL CLOCK,4.243,24144,4.243,December 2011,28, $8.43 
22447,PIN CUSHION BABUSHKA BLUE,4.243,24144,4.243,December 2011,19, $1.91 
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,7.981,24138,4.242,June 2011,36, $0.46 
16169K,WRAP FOLK ART,5.814,24141,4.239,September 2011,25, $0.42 
22227,HANGING HEART MIRROR DECORATION,4.231,24144,4.231,December 2011,69, $0.72 
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,4.231,24144,4.231,December 2011,50, $1.30 
22605,WOODEN CROQUET GARDEN SET,4.231,24144,4.231,December 2011,23, $16.31 
23454,THREE MINI HANGING FRAMES,4.231,24144,4.231,December 2011,22, $4.34 
84846A,SCENTED CANDLE IN DIGITALIS TIN,5.221,24142,4.229,October 2011,24, $2.10 
21584,RETROSPOT SMALL TUBE MATCHES,4.219,24144,4.219,December 2011,44, $1.65 
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,4.219,24144,4.219,December 2011,34, $2.01 
22510,GINGHAM BABUSHKA DOORSTOP,4.219,24144,4.219,December 2011,28, $0.79 
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",4.215,24144,4.215,December 2011,1, $0.83 
22977,DOLLY GIRL CHILDRENS EGG CUP,4.207,24144,4.207,December 2011,6, $2.26 
23427,STOOL HOME SWEET HOME,4.207,24144,4.207,December 2011,4, $12.50 
20973,12 PENCIL SMALL TUBE WOODLAND,4.195,24144,4.195,December 2011,284, $0.73 
22313,OFFICE MUG WARMER PINK,4.183,24144,4.183,December 2011,30, $1.48 
22156,HEART DECORATION WITH PEARLS,4.171,24144,4.171,December 2011,87, $0.97 
21933,PINK VINTAGE PAISLEY PICNIC BAG,4.171,24144,4.171,December 2011,53, $1.85 
